Coefficient_of_variation	Method	group
4.5	8min 4Th	8min 
6	8min 4Th	8min 
14.9	8min 4Th	8min 
5.6	8min 4Th	8min 
15.1	8min 4Th	8min 
8.5	8min 4Th	8min 
25.4	8min 4Th	8min 
10.2	8min 4Th	8min 
41.9	8min 4Th	8min 
8.8	8min 4Th	8min 
12.7	8min 4Th	8min 
8.3	8min 4Th	8min 
22.3	8min 4Th	8min 
12.3	8min 4Th	8min 
12.1	8min 4Th	8min 
6.8	8min 4Th	8min 
7.4	8min 4Th	8min 
4.7	8min 4Th	8min 
9.2	8min 4Th	8min 
28.4	8min 4Th	8min 
1.2	8min 4Th	8min 
3.8	8min 4Th	8min 
8.6	8min 4Th	8min 
2.3	8min 4Th	8min 
5.8	8min 4Th	8min 
1.6	8min 4Th	8min 
1.7	8min 4Th	8min 
22.8	8min 4Th	8min 
2.9	8min 4Th	8min 
32.1	8min 4Th	8min 
26.4	8min 4Th	8min 
3.9	8min 4Th	8min 
0	8min 4Th	8min 
25	8min 4Th	8min 
28.5	8min 4Th	8min 
22.9	8min 4Th	8min 
2.4	8min 4Th	8min 
7.3	8min 4Th	8min 
16.8	8min 4Th	8min 
13.4	8min 4Th	8min 
8	8min 4Th	8min 
7.8	8min 4Th	8min 
11.5	8min 4Th	8min 
9.7	8min 4Th	8min 
2.2	8min 4Th	8min 
15.6	8min 4Th	8min 
11.6	8min 4Th	8min 
5	8min 4Th	8min 
21.4	8min 4Th	8min 
5.3	8min 4Th	8min 
15.2	8min 4Th	8min 
20.5	8min 4Th	8min 
18.1	8min 4Th	8min 
25.1	8min 4Th	8min 
6.2	8min 4Th	8min 
3.9	8min 4Th	8min 
2.2	8min 4Th	8min 
12.7	8min 4Th	8min 
16.7	8min 4Th	8min 
63.8	8min 4Th	8min 
3.8	8min 4Th	8min 
28.3	8min 4Th	8min 
27	8min 4Th	8min 
3.5	8min 4Th	8min 
4.9	8min 4Th	8min 
12.9	8min 4Th	8min 
9.5	8min 4Th	8min 
1.8	8min 4Th	8min 
40.9	8min 4Th	8min 
31.2	8min 4Th	8min 
65.2	8min 4Th	8min 
5.7	8min 4Th	8min 
10.2	8min 4Th	8min 
16.8	8min 4Th	8min 
4.9	8min 4Th	8min 
8.2	8min 4Th	8min 
24.4	8min 4Th	8min 
12.6	8min 4Th	8min 
4	8min 4Th	8min 
2.2	8min 4Th	8min 
3.9	8min 4Th	8min 
8.6	8min 4Th	8min 
8.9	8min 4Th	8min 
34	8min 4Th	8min 
22.3	8min 4Th	8min 
5	8min 4Th	8min 
6	8min 4Th	8min 
23.7	8min 4Th	8min 
19.1	8min 4Th	8min 
13.7	8min 4Th	8min 
7.9	8min 4Th	8min 
21.8	8min 4Th	8min 
6.3	8min 4Th	8min 
6.7	8min 4Th	8min 
1.6	8min 4Th	8min 
25.8	8min 4Th	8min 
11.3	8min 4Th	8min 
5.5	8min 4Th	8min 
25	8min 4Th	8min 
10.3	8min 4Th	8min 
25.4	8min 4Th	8min 
17.9	8min 4Th	8min 
2	8min 4Th	8min 
8.9	8min 4Th	8min 
6.1	8min 4Th	8min 
6.5	8min 4Th	8min 
6.3	8min 4Th	8min 
4.5	8min 4Th	8min 
6.1	8min 4Th	8min 
11.3	8min 4Th	8min 
9.2	8min 4Th	8min 
18.1	8min 4Th	8min 
4.2	8min 4Th	8min 
6.8	8min 4Th	8min 
3.3	8min 4Th	8min 
9.5	8min 4Th	8min 
23.1	8min 4Th	8min 
5.2	8min 4Th	8min 
12	8min 4Th	8min 
5.9	8min 4Th	8min 
2.8	8min 4Th	8min 
3.7	8min 4Th	8min 
1.5	8min 4Th	8min 
9.3	8min 4Th	8min 
20	8min 4Th	8min 
11.7	8min 4Th	8min 
3.6	8min 4Th	8min 
15.3	8min 4Th	8min 
27.5	8min 4Th	8min 
4.5	8min 4Th	8min 
10.4	8min 4Th	8min 
2.6	8min 4Th	8min 
11	8min 4Th	8min 
8.1	8min 4Th	8min 
9.8	8min 4Th	8min 
22.6	8min 4Th	8min 
5.9	8min 4Th	8min 
6.6	8min 4Th	8min 
18.1	8min 4Th	8min 
18.4	8min 4Th	8min 
8.7	8min 4Th	8min 
8.4	8min 4Th	8min 
32.2	8min 4Th	8min 
18.9	8min 4Th	8min 
7.3	8min 4Th	8min 
2.6	8min 4Th	8min 
18.4	8min 4Th	8min 
6.6	8min 4Th	8min 
14.6	8min 4Th	8min 
9.2	8min 4Th	8min 
3.9	8min 4Th	8min 
3	8min 4Th	8min 
4.6	8min 4Th	8min 
0	8min 4Th	8min 
15.8	8min 4Th	8min 
1.5	8min 4Th	8min 
2.7	8min 4Th	8min 
0.9	8min 4Th	8min 
6.6	8min 4Th	8min 
11.2	8min 4Th	8min 
5.8	8min 4Th	8min 
9.9	8min 4Th	8min 
22.5	8min 4Th	8min 
4	8min 4Th	8min 
4.6	8min 4Th	8min 
3.6	8min 4Th	8min 
8.7	8min 4Th	8min 
17.7	8min 4Th	8min 
8.6	8min 4Th	8min 
3.5	8min 4Th	8min 
11.5	8min 4Th	8min 
4.3	8min 4Th	8min 
35	8min 4Th	8min 
21	8min 4Th	8min 
14.5	8min 4Th	8min 
11.1	8min 4Th	8min 
6.6	8min 4Th	8min 
15.5	8min 4Th	8min 
1.7	8min 4Th	8min 
20.2	8min 4Th	8min 
3.9	8min 4Th	8min 
6	8min 4Th	8min 
4.8	8min 4Th	8min 
13.7	8min 4Th	8min 
3.8	8min 4Th	8min 
32.1	8min 4Th	8min 
12.4	8min 4Th	8min 
3.8	8min 4Th	8min 
26.3	8min 4Th	8min 
3.4	8min 4Th	8min 
3.8	8min 4Th	8min 
10.2	8min 4Th	8min 
8.3	8min 4Th	8min 
22.2	8min 4Th	8min 
7.5	8min 4Th	8min 
6.7	8min 4Th	8min 
5.1	8min 4Th	8min 
3.6	8min 4Th	8min 
8.2	8min 4Th	8min 
10.1	8min 4Th	8min 
14.5	8min 4Th	8min 
6.9	8min 4Th	8min 
4.9	8min 4Th	8min 
29.8	8min 4Th	8min 
9.1	8min 4Th	8min 
27.2	8min 4Th	8min 
11.7	8min 4Th	8min 
7.8	8min 4Th	8min 
13.4	8min 4Th	8min 
23.1	8min 4Th	8min 
7.4	8min 4Th	8min 
6.1	8min 4Th	8min 
6.2	8min 4Th	8min 
12.4	8min 4Th	8min 
9.8	8min 4Th	8min 
8.6	8min 4Th	8min 
7.4	8min 4Th	8min 
2.8	8min 4Th	8min 
6	8min 4Th	8min 
9.7	8min 4Th	8min 
16	8min 4Th	8min 
2.4	8min 4Th	8min 
5.7	8min 4Th	8min 
10.1	8min 4Th	8min 
8.8	8min 4Th	8min 
6.6	8min 4Th	8min 
5.2	8min 4Th	8min 
5.6	8min 4Th	8min 
2.3	8min 4Th	8min 
3.2	8min 4Th	8min 
26.2	8min 4Th	8min 
16.6	8min 4Th	8min 
24.4	8min 4Th	8min 
7	8min 4Th	8min 
24.1	8min 4Th	8min 
4.3	8min 4Th	8min 
5.4	8min 4Th	8min 
3.5	8min 4Th	8min 
7.1	8min 4Th	8min 
6.8	8min 4Th	8min 
1	8min 4Th	8min 
19.3	8min 4Th	8min 
4.3	8min 4Th	8min 
16.9	8min 4Th	8min 
21.8	8min 4Th	8min 
28.1	8min 4Th	8min 
55.2	8min 4Th	8min 
22.5	8min 4Th	8min 
3.7	8min 4Th	8min 
5.2	8min 4Th	8min 
5	8min 4Th	8min 
13	8min 4Th	8min 
3.8	8min 4Th	8min 
17.4	8min 4Th	8min 
17.8	8min 4Th	8min 
24.6	8min 4Th	8min 
6	8min 4Th	8min 
8.5	8min 4Th	8min 
20.2	8min 4Th	8min 
10.5	8min 4Th	8min 
6.9	8min 4Th	8min 
9.3	8min 4Th	8min 
27.1	8min 4Th	8min 
10	8min 4Th	8min 
4.2	8min 4Th	8min 
6.5	8min 4Th	8min 
26.2	8min 4Th	8min 
11.8	8min 4Th	8min 
8.5	8min 4Th	8min 
8.3	8min 4Th	8min 
10.2	8min 4Th	8min 
6.2	8min 4Th	8min 
2.9	8min 4Th	8min 
60.1	8min 4Th	8min 
8	8min 4Th	8min 
6.2	8min 4Th	8min 
12.4	8min 4Th	8min 
18.5	8min 4Th	8min 
3.2	8min 4Th	8min 
10.1	8min 4Th	8min 
18.6	8min 4Th	8min 
2.3	8min 4Th	8min 
3.9	8min 4Th	8min 
3.8	8min 4Th	8min 
5.3	8min 4Th	8min 
29.9	8min 4Th	8min 
3.3	8min 4Th	8min 
18.4	8min 4Th	8min 
2.4	8min 4Th	8min 
10.1	8min 4Th	8min 
12.8	8min 4Th	8min 
4.1	8min 4Th	8min 
3	8min 4Th	8min 
44	8min 4Th	8min 
3.9	8min 4Th	8min 
4.9	8min 4Th	8min 
39.5	8min 4Th	8min 
3.4	8min 4Th	8min 
4.1	8min 4Th	8min 
3.1	8min 4Th	8min 
7.2	8min 4Th	8min 
1.8	8min 4Th	8min 
10.3	8min 4Th	8min 
21.5	8min 4Th	8min 
9.2	8min 4Th	8min 
19.3	8min 4Th	8min 
10.3	8min 4Th	8min 
21	8min 4Th	8min 
21	8min 4Th	8min 
9.8	8min 4Th	8min 
4.1	8min 4Th	8min 
2.4	8min 4Th	8min 
3	8min 4Th	8min 
1.7	8min 4Th	8min 
2.1	8min 4Th	8min 
2.6	8min 4Th	8min 
2.7	8min 4Th	8min 
5.9	8min 4Th	8min 
24.9	8min 4Th	8min 
28.2	8min 4Th	8min 
24.2	8min 4Th	8min 
12.4	8min 4Th	8min 
8.5	8min 4Th	8min 
33.5	8min 4Th	8min 
7.4	8min 4Th	8min 
13.5	8min 4Th	8min 
15.6	8min 4Th	8min 
35.1	8min 4Th	8min 
3.3	8min 4Th	8min 
16.1	8min 4Th	8min 
22.6	8min 4Th	8min 
7.2	8min 4Th	8min 
6.5	8min 4Th	8min 
31.8	8min 4Th	8min 
10.2	8min 4Th	8min 
10.7	8min 4Th	8min 
3.3	8min 4Th	8min 
23	8min 4Th	8min 
22.3	8min 4Th	8min 
20.5	8min 4Th	8min 
45	8min 4Th	8min 
4.7	8min 4Th	8min 
4.4	8min 4Th	8min 
8.7	8min 4Th	8min 
20.6	8min 4Th	8min 
13.5	8min 4Th	8min 
23.2	8min 4Th	8min 
26.7	8min 4Th	8min 
0.7	8min 4Th	8min 
6.8	8min 4Th	8min 
12.7	8min 4Th	8min 
8.4	8min 4Th	8min 
5.8	8min 4Th	8min 
10.7	8min 4Th	8min 
7.8	8min 4Th	8min 
24.1	8min 4Th	8min 
8.2	8min 4Th	8min 
15.7	8min 4Th	8min 
5.7	8min 4Th	8min 
36.7	8min 4Th	8min 
6.6	8min 4Th	8min 
6.3	8min 4Th	8min 
3.9	8min 4Th	8min 
1.3	8min 4Th	8min 
4.5	8min 4Th	8min 
14.5	8min 4Th	8min 
1	8min 4Th	8min 
12.4	8min 4Th	8min 
9.6	8min 4Th	8min 
21.7	8min 4Th	8min 
12.9	8min 4Th	8min 
8.4	8min 4Th	8min 
9.3	8min 4Th	8min 
5.9	8min 4Th	8min 
5.9	8min 4Th	8min 
15.3	8min 4Th	8min 
10.6	8min 4Th	8min 
8.5	8min 4Th	8min 
26.8	8min 4Th	8min 
11.3	8min 4Th	8min 
10.9	8min 4Th	8min 
6.1	8min 4Th	8min 
13.3	8min 4Th	8min 
6.7	8min 4Th	8min 
14.1	8min 4Th	8min 
52.3	8min 4Th	8min 
10.3	8min 4Th	8min 
5.2	8min 4Th	8min 
22	8min 4Th	8min 
4.8	8min 4Th	8min 
33	8min 4Th	8min 
5.3	8min 4Th	8min 
3.3	8min 4Th	8min 
1.1	8min 4Th	8min 
4.6	8min 4Th	8min 
4	8min 4Th	8min 
21	8min 4Th	8min 
6.6	8min 4Th	8min 
8.5	8min 4Th	8min 
9.3	8min 4Th	8min 
5	8min 4Th	8min 
8.9	8min 4Th	8min 
7.1	8min 4Th	8min 
28.8	8min 4Th	8min 
5.9	8min 4Th	8min 
11.3	8min 4Th	8min 
18.6	8min 4Th	8min 
15.6	8min 4Th	8min 
14.6	8min 4Th	8min 
16	8min 4Th	8min 
1.8	8min 4Th	8min 
3.1	8min 4Th	8min 
10.2	8min 4Th	8min 
20.6	8min 4Th	8min 
51.9	8min 4Th	8min 
5.3	8min 4Th	8min 
5.3	8min 4Th	8min 
24.1	8min 4Th	8min 
3.1	8min 4Th	8min 
6.6	8min 4Th	8min 
10.4	8min 4Th	8min 
15.5	8min 4Th	8min 
2.7	8min 4Th	8min 
27.5	8min 4Th	8min 
1.5	8min 4Th	8min 
3.8	8min 4Th	8min 
2.4	8min 4Th	8min 
3.2	8min 4Th	8min 
6.5	8min 4Th	8min 
4.4	8min 4Th	8min 
14.2	8min 4Th	8min 
12.5	8min 4Th	8min 
6.2	8min 4Th	8min 
1.6	8min 4Th	8min 
3.4	8min 4Th	8min 
2.5	8min 4Th	8min 
8.3	8min 4Th	8min 
33.4	8min 4Th	8min 
6.3	8min 4Th	8min 
26.3	8min 4Th	8min 
4.2	8min 4Th	8min 
0	8min 4Th	8min 
4.2	8min 4Th	8min 
31.7	8min 4Th	8min 
8.5	8min 4Th	8min 
60.4	8min 4Th	8min 
1.7	8min 4Th	8min 
3.5	8min 4Th	8min 
5.1	8min 4Th	8min 
4.3	8min 4Th	8min 
19.8	8min 4Th	8min 
6.1	8min 4Th	8min 
6.7	8min 4Th	8min 
8.1	8min 4Th	8min 
2	8min 4Th	8min 
24.7	8min 4Th	8min 
6.6	8min 4Th	8min 
4.3	8min 4Th	8min 
6.6	8min 4Th	8min 
13.6	8min 4Th	8min 
2.1	8min 4Th	8min 
2.5	8min 4Th	8min 
40.1	8min 4Th	8min 
23.9	8min 4Th	8min 
25.5	8min 4Th	8min 
6.2	8min 4Th	8min 
1.9	8min 4Th	8min 
5.2	8min 4Th	8min 
4.2	8min 4Th	8min 
15.8	8min 4Th	8min 
10.6	8min 4Th	8min 
12.1	8min 4Th	8min 
13.7	8min 4Th	8min 
1.9	8min 4Th	8min 
3.7	8min 4Th	8min 
5.6	8min 4Th	8min 
9.2	8min 4Th	8min 
1.8	8min 4Th	8min 
7.9	8min 4Th	8min 
2.7	8min 4Th	8min 
6.8	8min 4Th	8min 
47.7	8min 4Th	8min 
6.4	8min 4Th	8min 
18.3	8min 4Th	8min 
54.5	8min 4Th	8min 
44.9	8min 4Th	8min 
12.3	8min 4Th	8min 
6.8	8min 4Th	8min 
5.3	8min 4Th	8min 
2.9	8min 4Th	8min 
19.4	8min 4Th	8min 
4.2	8min 4Th	8min 
2.8	8min 4Th	8min 
8.4	8min 4Th	8min 
6.1	8min 4Th	8min 
1.4	8min 4Th	8min 
5.5	8min 4Th	8min 
4.4	8min 4Th	8min 
11.9	8min 4Th	8min 
5.5	8min 4Th	8min 
1.6	8min 4Th	8min 
23.8	8min 4Th	8min 
3.9	8min 4Th	8min 
11.3	8min 4Th	8min 
3.1	8min 4Th	8min 
14.3	8min 4Th	8min 
4.5	8min 4Th	8min 
10.2	8min 4Th	8min 
3.9	8min 4Th	8min 
5.9	8min 4Th	8min 
9.5	8min 4Th	8min 
53.2	8min 4Th	8min 
24.4	8min 4Th	8min 
7.5	8min 4Th	8min 
2.9	8min 4Th	8min 
4	8min 4Th	8min 
32.6	8min 4Th	8min 
4.5	8min 4Th	8min 
8.2	8min 4Th	8min 
12.6	8min 4Th	8min 
2.8	8min 4Th	8min 
3.9	8min 4Th	8min 
4.9	8min 4Th	8min 
7.1	8min 4Th	8min 
26.6	8min 4Th	8min 
1.8	8min 4Th	8min 
6	8min 4Th	8min 
5.6	8min 4Th	8min 
2.8	8min 4Th	8min 
3.8	8min 4Th	8min 
31.2	8min 4Th	8min 
7.2	8min 4Th	8min 
1.8	8min 4Th	8min 
8.7	8min 4Th	8min 
34.6	8min 4Th	8min 
3.2	8min 4Th	8min 
11.5	8min 4Th	8min 
4.4	8min 4Th	8min 
1.6	8min 4Th	8min 
2.8	8min 4Th	8min 
14.9	8min 4Th	8min 
2	8min 4Th	8min 
13.8	8min 4Th	8min 
2.4	8min 4Th	8min 
1.4	8min 4Th	8min 
6.8	8min 4Th	8min 
4.8	8min 4Th	8min 
3.9	8min 4Th	8min 
3.4	8min 4Th	8min 
2.5	8min 4Th	8min 
4.5	8min 4Th	8min 
5.6	8min 4Th	8min 
4.6	8min 4Th	8min 
4.4	8min 4Th	8min 
25	8min 4Th	8min 
12.8	8min 4Th	8min 
1.7	8min 4Th	8min 
11.6	8min 4Th	8min 
13.4	8min 4Th	8min 
8.7	8min 4Th	8min 
13.5	8min 4Th	8min 
9.3	8min 4Th	8min 
5.9	8min 4Th	8min 
5.6	8min 4Th	8min 
7.5	8min 4Th	8min 
9.4	8min 4Th	8min 
1.7	8min 4Th	8min 
9	8min 4Th	8min 
2.5	8min 4Th	8min 
17.7	8min 4Th	8min 
7.8	8min 4Th	8min 
6.9	8min 4Th	8min 
29.2	8min 4Th	8min 
3.4	8min 4Th	8min 
17.9	8min 4Th	8min 
4	8min 4Th	8min 
13.5	8min 4Th	8min 
3.4	8min 4Th	8min 
1.4	8min 4Th	8min 
3.6	8min 4Th	8min 
5	8min 4Th	8min 
24.2	8min 4Th	8min 
8	8min 4Th	8min 
3.4	8min 4Th	8min 
27.9	8min 4Th	8min 
52.8	8min 4Th	8min 
5.8	8min 4Th	8min 
2.7	8min 4Th	8min 
4.4	8min 4Th	8min 
11.6	8min 4Th	8min 
2.1	8min 4Th	8min 
2.7	8min 4Th	8min 
8.1	8min 4Th	8min 
4.9	8min 4Th	8min 
12.9	8min 4Th	8min 
13.5	8min 4Th	8min 
6.3	8min 4Th	8min 
3.9	8min 4Th	8min 
4.4	8min 4Th	8min 
4.8	8min 4Th	8min 
4.4	8min 4Th	8min 
1.2	8min 4Th	8min 
2.8	8min 4Th	8min 
3	8min 4Th	8min 
4.6	8min 4Th	8min 
3.3	8min 4Th	8min 
10.8	8min 4Th	8min 
3.6	8min 4Th	8min 
2.2	8min 4Th	8min 
2.9	8min 4Th	8min 
1.3	8min 4Th	8min 
3.1	8min 4Th	8min 
1.9	8min 4Th	8min 
6	8min 4Th	8min 
6.2	8min 4Th	8min 
32.3	8min 4Th	8min 
11.8	8min 4Th	8min 
2.9	8min 4Th	8min 
15.3	8min 4Th	8min 
3.7	8min 4Th	8min 
5.9	8min 4Th	8min 
3.3	8min 4Th	8min 
14.9	8min 4Th	8min 
7.8	8min 4Th	8min 
7.6	8min 4Th	8min 
3.3	8min 4Th	8min 
3.6	8min 4Th	8min 
11.9	8min 4Th	8min 
7.6	8min 4Th	8min 
2.6	8min 4Th	8min 
5.5	8min 4Th	8min 
7.6	8min 4Th	8min 
4.3	8min 4Th	8min 
10.9	8min 4Th	8min 
38.9	8min 4Th	8min 
15.6	8min 4Th	8min 
13.4	8min 4Th	8min 
2.9	8min 4Th	8min 
3.8	8min 4Th	8min 
2.4	8min 4Th	8min 
3.9	8min 4Th	8min 
3.3	8min 4Th	8min 
12.6	8min 4Th	8min 
17.2	8min 4Th	8min 
8.6	8min 4Th	8min 
2.7	8min 4Th	8min 
13.3	8min 4Th	8min 
39.6	8min 4Th	8min 
1.5	8min 4Th	8min 
2.1	8min 4Th	8min 
25.9	8min 4Th	8min 
26	8min 4Th	8min 
1.7	8min 4Th	8min 
11	8min 4Th	8min 
2.7	8min 4Th	8min 
32.9	8min 4Th	8min 
16.7	8min 4Th	8min 
17.4	8min 4Th	8min 
17	8min 4Th	8min 
6.7	8min 4Th	8min 
12.5	8min 4Th	8min 
19.4	8min 4Th	8min 
13	8min 4Th	8min 
5.5	8min 4Th	8min 
4.3	8min 4Th	8min 
80.8	8min 4Th	8min 
9.5	8min 4Th	8min 
58.3	8min 4Th	8min 
56.5	8min 4Th	8min 
19.1	8min 4Th	8min 
11.9	8min 4Th	8min 
14.4	8min 4Th	8min 
40.8	8min 4Th	8min 
1.6	8min 4Th	8min 
4.1	8min 4Th	8min 
1.6	8min 4Th	8min 
2.9	8min 4Th	8min 
5.6	8min 4Th	8min 
7.2	8min 4Th	8min 
23	8min 4Th	8min 
3.3	8min 4Th	8min 
7.1	8min 4Th	8min 
9.8	8min 4Th	8min 
16.8	8min 4Th	8min 
19.1	8min 4Th	8min 
26	8min 4Th	8min 
11	8min 4Th	8min 
34.9	8min 4Th	8min 
8.4	8min 4Th	8min 
5.4	8min 4Th	8min 
10.6	8min 4Th	8min 
2.5	8min 4Th	8min 
6.7	8min 4Th	8min 
10.3	8min 4Th	8min 
13.7	8min 4Th	8min 
10.4	8min 4Th	8min 
20.2	8min 4Th	8min 
17.9	8min 4Th	8min 
6.7	8min 4Th	8min 
4.2	8min 4Th	8min 
4.3	8min 4Th	8min 
1.7	8min 4Th	8min 
15	8min 4Th	8min 
48.3	8min 4Th	8min 
3.3	8min 4Th	8min 
2.3	8min 4Th	8min 
15.2	8min 4Th	8min 
11.7	8min 4Th	8min 
9.7	8min 4Th	8min 
21.6	8min 4Th	8min 
4.6	8min 4Th	8min 
20.5	8min 4Th	8min 
7.7	8min 4Th	8min 
7.7	8min 4Th	8min 
20.2	8min 4Th	8min 
4.2	8min 4Th	8min 
3	8min 4Th	8min 
5.8	8min 4Th	8min 
20.9	8min 4Th	8min 
9	8min 4Th	8min 
4.8	8min 4Th	8min 
2.2	8min 4Th	8min 
2.7	8min 4Th	8min 
1.9	8min 4Th	8min 
2.7	8min 4Th	8min 
5.8	8min 4Th	8min 
3.2	8min 4Th	8min 
1.5	8min 4Th	8min 
6	8min 4Th	8min 
8.7	8min 4Th	8min 
3.9	8min 4Th	8min 
26.2	8min 4Th	8min 
3.8	8min 4Th	8min 
6.5	8min 4Th	8min 
6.5	8min 4Th	8min 
8.2	8min 4Th	8min 
2.3	8min 4Th	8min 
1.4	8min 4Th	8min 
4.1	8min 4Th	8min 
6.9	8min 4Th	8min 
10.8	8min 4Th	8min 
5.6	8min 4Th	8min 
5.5	8min 4Th	8min 
5.9	8min 4Th	8min 
39.4	8min 4Th	8min 
2.9	8min 4Th	8min 
1.7	8min 4Th	8min 
1.4	8min 4Th	8min 
1.2	8min 4Th	8min 
1.8	8min 4Th	8min 
4.1	8min 4Th	8min 
6.8	8min 4Th	8min 
15.4	8min 4Th	8min 
1.8	8min 4Th	8min 
5.3	8min 4Th	8min 
14.5	8min 4Th	8min 
0.7	8min 4Th	8min 
4.7	8min 4Th	8min 
2.9	8min 4Th	8min 
5.5	8min 4Th	8min 
7	8min 4Th	8min 
4.3	8min 4Th	8min 
7.7	8min 4Th	8min 
5.3	8min 4Th	8min 
3.3	8min 4Th	8min 
5.3	8min 4Th	8min 
1.4	8min 4Th	8min 
1.7	8min 4Th	8min 
3.1	8min 4Th	8min 
3.4	8min 4Th	8min 
4	8min 4Th	8min 
8.4	8min 4Th	8min 
12.9	8min 4Th	8min 
14.2	8min 4Th	8min 
8.5	8min 4Th	8min 
3.6	8min 4Th	8min 
2.9	8min 4Th	8min 
5	8min 4Th	8min 
0.7	8min 4Th	8min 
3.8	8min 4Th	8min 
1	8min 4Th	8min 
8.9	8min 4Th	8min 
3.7	8min 4Th	8min 
35.7	8min 4Th	8min 
3	8min 4Th	8min 
0	8min 4Th	8min 
0	8min 4Th	8min 
5.1	8min 4Th	8min 
1.5	8min 4Th	8min 
1.2	8min 4Th	8min 
7.2	8min 4Th	8min 
14.1	8min 4Th	8min 
2.3	8min 4Th	8min 
32	8min 4Th	8min 
6.9	8min 4Th	8min 
10	8min 4Th	8min 
2.7	8min 4Th	8min 
18.9	8min 4Th	8min 
10.5	8min 4Th	8min 
41.6	8min 4Th	8min 
1.3	8min 4Th	8min 
17.1	8min 4Th	8min 
4.6	8min 4Th	8min 
1.6	8min 4Th	8min 
31.1	8min 4Th	8min 
5.7	8min 4Th	8min 
7.5	8min 4Th	8min 
6.6	8min 4Th	8min 
18.7	8min 4Th	8min 
21.7	8min 4Th	8min 
2.1	8min 4Th	8min 
4.8	8min 4Th	8min 
3	8min 4Th	8min 
2	8min 4Th	8min 
3.7	8min 4Th	8min 
5.5	8min 4Th	8min 
28.5	8min 4Th	8min 
3.1	8min 4Th	8min 
5.1	8min 4Th	8min 
9	8min 4Th	8min 
7.8	8min 4Th	8min 
5.7	8min 4Th	8min 
4.3	8min 4Th	8min 
9.7	8min 4Th	8min 
5.3	8min 4Th	8min 
1.4	8min 4Th	8min 
12.7	8min 4Th	8min 
7.3	8min 4Th	8min 
11.2	8min 4Th	8min 
3.7	8min 4Th	8min 
4.1	8min 4Th	8min 
18	8min 4Th	8min 
2.1	8min 4Th	8min 
1.3	8min 4Th	8min 
8.3	8min 4Th	8min 
12.1	8min 4Th	8min 
1.2	8min 4Th	8min 
7.7	8min 4Th	8min 
4.4	8min 4Th	8min 
2.5	8min 4Th	8min 
7.8	8min 4Th	8min 
3	8min 4Th	8min 
11.2	8min 4Th	8min 
8	8min 4Th	8min 
4.1	8min 4Th	8min 
7.8	8min 4Th	8min 
2.1	8min 4Th	8min 
3.7	8min 4Th	8min 
9.9	8min 4Th	8min 
4.3	8min 4Th	8min 
14.2	8min 4Th	8min 
29.3	8min 4Th	8min 
5	8min 4Th	8min 
3.2	8min 4Th	8min 
11	8min 4Th	8min 
13.3	8min 4Th	8min 
3.4	8min 4Th	8min 
4.9	8min 4Th	8min 
68.2	8min 4Th	8min 
20.2	8min 4Th	8min 
5	8min 4Th	8min 
3.2	8min 4Th	8min 
3	8min 4Th	8min 
6	8min 4Th	8min 
6.9	8min 4Th	8min 
10	8min 4Th	8min 
23.7	8min 4Th	8min 
3.1	8min 4Th	8min 
7.6	8min 4Th	8min 
15.8	8min 4Th	8min 
6.1	8min 4Th	8min 
6.2	8min 4Th	8min 
3.6	8min 4Th	8min 
8.9	8min 4Th	8min 
2.5	8min 4Th	8min 
16.3	8min 4Th	8min 
17.5	8min 4Th	8min 
13.4	8min 4Th	8min 
2	8min 4Th	8min 
25.3	8min 4Th	8min 
0	8min 4Th	8min 
1.4	8min 4Th	8min 
5.3	8min 4Th	8min 
9.5	8min 4Th	8min 
6.7	8min 4Th	8min 
23.3	8min 4Th	8min 
13.2	8min 4Th	8min 
7.1	8min 4Th	8min 
3.7	8min 4Th	8min 
2.9	8min 4Th	8min 
5.2	8min 4Th	8min 
2.5	8min 4Th	8min 
4.1	8min 4Th	8min 
3	8min 4Th	8min 
4.4	8min 4Th	8min 
23.2	8min 4Th	8min 
7.3	8min 4Th	8min 
4.9	8min 4Th	8min 
54.2	8min 4Th	8min 
8.1	8min 4Th	8min 
16.5	8min 4Th	8min 
12.1	8min 4Th	8min 
8.1	8min 4Th	8min 
2.5	8min 4Th	8min 
12.3	8min 4Th	8min 
15.5	8min 4Th	8min 
3.5	8min 4Th	8min 
3.7	8min 4Th	8min 
9.3	8min 4Th	8min 
0.9	8min 4Th	8min 
18.2	8min 4Th	8min 
8.5	8min 4Th	8min 
3.3	8min 4Th	8min 
7.3	8min 4Th	8min 
4.8	8min 4Th	8min 
4.3	8min 4Th	8min 
17	8min 4Th	8min 
16	8min 4Th	8min 
14.5	8min 4Th	8min 
47.8	8min 4Th	8min 
9.4	8min 4Th	8min 
14.5	8min 4Th	8min 
3.6	8min 4Th	8min 
6.1	8min 4Th	8min 
2.5	8min 4Th	8min 
6.1	8min 4Th	8min 
6.5	8min 4Th	8min 
3.3	8min 4Th	8min 
13.5	8min 4Th	8min 
4.8	8min 4Th	8min 
13.5	8min 4Th	8min 
10.1	8min 4Th	8min 
9.5	8min 4Th	8min 
23.9	8min 4Th	8min 
11.4	8min 4Th	8min 
5.7	8min 4Th	8min 
2.2	8min 4Th	8min 
5.2	8min 4Th	8min 
3.6	8min 4Th	8min 
1.7	8min 4Th	8min 
21.9	8min 4Th	8min 
4.7	8min 4Th	8min 
1.7	8min 4Th	8min 
2.9	8min 4Th	8min 
