Coefficient_of_variation	Method	group
29.74347211	11min 4Th	11min
6.509257093	11min 4Th	11min
34.90671011	11min 4Th	11min
2.0549015	11min 4Th	11min
15.22033188	11min 4Th	11min
13.37785965	11min 4Th	11min
8.290685622	11min 4Th	11min
8.549844817	11min 4Th	11min
4.617215114	11min 4Th	11min
2.453565087	11min 4Th	11min
7.177577942	11min 4Th	11min
2.683608463	11min 4Th	11min
10.98457763	11min 4Th	11min
3.169468193	11min 4Th	11min
49.26728396	11min 4Th	11min
2.775593327	11min 4Th	11min
4.380875774	11min 4Th	11min
50.5656826	11min 4Th	11min
18.07060626	11min 4Th	11min
1.978247876	11min 4Th	11min
4.571649511	11min 4Th	11min
6.937657295	11min 4Th	11min
21.33211672	11min 4Th	11min
3.639829801	11min 4Th	11min
19.21438991	11min 4Th	11min
26.57054398	11min 4Th	11min
17.07248901	11min 4Th	11min
14.0949236	11min 4Th	11min
11.55491429	11min 4Th	11min
4.750007688	11min 4Th	11min
18.00319161	11min 4Th	11min
14.70750453	11min 4Th	11min
6.644810646	11min 4Th	11min
2.19212063	11min 4Th	11min
11.82983015	11min 4Th	11min
2.287539543	11min 4Th	11min
25.65898282	11min 4Th	11min
18.69084106	11min 4Th	11min
6.701019001	11min 4Th	11min
9.466168812	11min 4Th	11min
17.22480643	11min 4Th	11min
9.99972562	11min 4Th	11min
16.42061314	11min 4Th	11min
27.46025404	11min 4Th	11min
5.042918621	11min 4Th	11min
3.412476029	11min 4Th	11min
19.42066687	11min 4Th	11min
2.243407281	11min 4Th	11min
7.81201941	11min 4Th	11min
12.0600744	11min 4Th	11min
2.658458381	11min 4Th	11min
23.08702278	11min 4Th	11min
3.925067163	11min 4Th	11min
4.910595711	11min 4Th	11min
12.03726271	11min 4Th	11min
13.00787451	11min 4Th	11min
18.98759025	11min 4Th	11min
20.35236313	11min 4Th	11min
24.27876779	11min 4Th	11min
17.65258613	11min 4Th	11min
2.549305471	11min 4Th	11min
2.521420217	11min 4Th	11min
28.56440164	11min 4Th	11min
7.331116558	11min 4Th	11min
12.64229048	11min 4Th	11min
3.922571573	11min 4Th	11min
26.23415874	11min 4Th	11min
5.945187586	11min 4Th	11min
24.31914339	11min 4Th	11min
19.10935538	11min 4Th	11min
3.680632441	11min 4Th	11min
5.618004508	11min 4Th	11min
14.05511313	11min 4Th	11min
6.358734509	11min 4Th	11min
28.99886956	11min 4Th	11min
6.436653776	11min 4Th	11min
10.67263551	11min 4Th	11min
26.08508691	11min 4Th	11min
5.04556587	11min 4Th	11min
9.164893163	11min 4Th	11min
9.279888887	11min 4Th	11min
60.18857962	11min 4Th	11min
4.382500017	11min 4Th	11min
23.24599589	11min 4Th	11min
14.38501222	11min 4Th	11min
29.21962495	11min 4Th	11min
23.05677733	11min 4Th	11min
22.37729285	11min 4Th	11min
54.55564515	11min 4Th	11min
31.32884427	11min 4Th	11min
5.402320809	11min 4Th	11min
4.194854485	11min 4Th	11min
12.61709133	11min 4Th	11min
4.48168496	11min 4Th	11min
2.279327756	11min 4Th	11min
28.74154899	11min 4Th	11min
13.67438177	11min 4Th	11min
11.78781029	11min 4Th	11min
12.25769035	11min 4Th	11min
28.54492913	11min 4Th	11min
11.44121435	11min 4Th	11min
53.05143053	11min 4Th	11min
8.11884613	11min 4Th	11min
4.644678026	11min 4Th	11min
8.595179667	11min 4Th	11min
5.803621264	11min 4Th	11min
7.38670313	11min 4Th	11min
6.946950503	11min 4Th	11min
3.057355706	11min 4Th	11min
28.49209719	11min 4Th	11min
9.954357345	11min 4Th	11min
6.559778119	11min 4Th	11min
27.0051301	11min 4Th	11min
24.2678176	11min 4Th	11min
15.71229865	11min 4Th	11min
7.94344064	11min 4Th	11min
50.57966385	11min 4Th	11min
18.35633422	11min 4Th	11min
14.07420055	11min 4Th	11min
6.201709261	11min 4Th	11min
25.65850769	11min 4Th	11min
14.48799045	11min 4Th	11min
27.76186418	11min 4Th	11min
13.22221706	11min 4Th	11min
6.755681772	11min 4Th	11min
21.2981818	11min 4Th	11min
3.175526431	11min 4Th	11min
35.46426027	11min 4Th	11min
15.8264126	11min 4Th	11min
6.348622846	11min 4Th	11min
54.22377079	11min 4Th	11min
6.052737278	11min 4Th	11min
5.604090159	11min 4Th	11min
4.279284947	11min 4Th	11min
6.717436127	11min 4Th	11min
13.19462488	11min 4Th	11min
4.753490908	11min 4Th	11min
20.35407363	11min 4Th	11min
29.19311031	11min 4Th	11min
47.09747784	11min 4Th	11min
55.57150862	11min 4Th	11min
33.2590904	11min 4Th	11min
6.15011901	11min 4Th	11min
23.43517743	11min 4Th	11min
3.93321041	11min 4Th	11min
20.58832341	11min 4Th	11min
8.313458466	11min 4Th	11min
12.64984347	11min 4Th	11min
22.63392332	11min 4Th	11min
9.54542056	11min 4Th	11min
6.203401372	11min 4Th	11min
13.38014996	11min 4Th	11min
34.24535524	11min 4Th	11min
21.01543693	11min 4Th	11min
15.65620321	11min 4Th	11min
14.49559502	11min 4Th	11min
16.59168558	11min 4Th	11min
32.4688909	11min 4Th	11min
13.114552	11min 4Th	11min
6.427249918	11min 4Th	11min
17.54196607	11min 4Th	11min
22.99510417	11min 4Th	11min
17.39344107	11min 4Th	11min
33.30543986	11min 4Th	11min
11.8124433	11min 4Th	11min
13.90559076	11min 4Th	11min
22.88402889	11min 4Th	11min
21.87209538	11min 4Th	11min
3.630824836	11min 4Th	11min
13.90738656	11min 4Th	11min
19.57631854	11min 4Th	11min
26.92535014	11min 4Th	11min
19.4882429	11min 4Th	11min
3.978580871	11min 4Th	11min
3.430610661	11min 4Th	11min
16.6688441	11min 4Th	11min
2.065334295	11min 4Th	11min
26.03190861	11min 4Th	11min
24.5205043	11min 4Th	11min
9.441927439	11min 4Th	11min
5.249392765	11min 4Th	11min
2.656285931	11min 4Th	11min
25.04823441	11min 4Th	11min
9.233366972	11min 4Th	11min
27.58803954	11min 4Th	11min
8.735215166	11min 4Th	11min
48.88772593	11min 4Th	11min
7.192867349	11min 4Th	11min
20.92154144	11min 4Th	11min
24.47086449	11min 4Th	11min
13.34943187	11min 4Th	11min
10.30840612	11min 4Th	11min
5.468168895	11min 4Th	11min
2.998606904	11min 4Th	11min
7.585861449	11min 4Th	11min
26.36732676	11min 4Th	11min
32.91238966	11min 4Th	11min
6.866432422	11min 4Th	11min
27.09199626	11min 4Th	11min
4.23102231	11min 4Th	11min
56.43884313	11min 4Th	11min
16.01520879	11min 4Th	11min
16.5657649	11min 4Th	11min
5.730084546	11min 4Th	11min
2.92246888	11min 4Th	11min
2.513646309	11min 4Th	11min
28.0492987	11min 4Th	11min
20.17213189	11min 4Th	11min
19.7759899	11min 4Th	11min
12.52353914	11min 4Th	11min
0	11min 4Th	11min
44.67214752	11min 4Th	11min
15.22656947	11min 4Th	11min
5.483615346	11min 4Th	11min
15.12380206	11min 4Th	11min
14.00210753	11min 4Th	11min
13.4593876	11min 4Th	11min
2.098468042	11min 4Th	11min
10.28764119	11min 4Th	11min
6.510497961	8min 4Th	8min 
15.26730959	8min 4Th	8min 
13.31178833	8min 4Th	8min 
6.22518988	8min 4Th	8min 
4.016346823	8min 4Th	8min 
27.7536748	8min 4Th	8min 
9.449323782	8min 4Th	8min 
21.64820298	8min 4Th	8min 
6.374447491	8min 4Th	8min 
14.43186516	8min 4Th	8min 
21.60498132	8min 4Th	8min 
7.140606436	8min 4Th	8min 
11.63764503	8min 4Th	8min 
39.35593592	8min 4Th	8min 
9.887334167	8min 4Th	8min 
9.438422031	8min 4Th	8min 
6.10919695	8min 4Th	8min 
11.43140514	8min 4Th	8min 
5.604381223	8min 4Th	8min 
5.708392532	8min 4Th	8min 
16.75564821	8min 4Th	8min 
28.90728609	8min 4Th	8min 
4.492474142	8min 4Th	8min 
11.79143276	8min 4Th	8min 
13.11327818	8min 4Th	8min 
3.318417543	8min 4Th	8min 
36.67897761	8min 4Th	8min 
5.53030209	8min 4Th	8min 
9.580290781	8min 4Th	8min 
17.65799048	8min 4Th	8min 
6.278114299	8min 4Th	8min 
11.21404728	8min 4Th	8min 
10.34548219	8min 4Th	8min 
2.811056736	8min 4Th	8min 
12.25669863	8min 4Th	8min 
6.974864353	8min 4Th	8min 
17.21766701	8min 4Th	8min 
5.356678018	8min 4Th	8min 
29.7070262	8min 4Th	8min 
28.20195307	8min 4Th	8min 
6.434946547	8min 4Th	8min 
16.41707637	8min 4Th	8min 
5.913007037	8min 4Th	8min 
15.12279435	8min 4Th	8min 
5.378551685	8min 4Th	8min 
7.089467542	8min 4Th	8min 
5.139683904	8min 4Th	8min 
8.248933042	8min 4Th	8min 
17.68333286	8min 4Th	8min 
11.39501203	8min 4Th	8min 
6.268525894	8min 4Th	8min 
11.27529073	8min 4Th	8min 
11.79090816	8min 4Th	8min 
26.82311426	8min 4Th	8min 
6.907599806	8min 4Th	8min 
24.90728483	8min 4Th	8min 
133.103284	8min 4Th	8min 
7.908274653	8min 4Th	8min 
16.10820165	8min 4Th	8min 
19.3940824	8min 4Th	8min 
29.36005786	8min 4Th	8min 
4.308412302	8min 4Th	8min 
19.51899363	8min 4Th	8min 
14.7527978	8min 4Th	8min 
6.202261463	8min 4Th	8min 
6.286294129	8min 4Th	8min 
37.48248074	8min 4Th	8min 
19.14330888	8min 4Th	8min 
9.777897863	8min 4Th	8min 
7.766040453	8min 4Th	8min 
14.21933381	8min 4Th	8min 
25.69725364	8min 4Th	8min 
4.817909719	8min 4Th	8min 
20.82018729	8min 4Th	8min 
11.10850401	8min 4Th	8min 
7.402686325	8min 4Th	8min 
14.34751433	8min 4Th	8min 
23.26855797	8min 4Th	8min 
11.55904547	8min 4Th	8min 
5.828780164	8min 4Th	8min 
4.14217038	8min 4Th	8min 
8.344220943	8min 4Th	8min 
6.636034561	8min 4Th	8min 
23.73900423	8min 4Th	8min 
8.684244726	8min 4Th	8min 
6.272106088	8min 4Th	8min 
42.88384443	8min 4Th	8min 
10.2916779	8min 4Th	8min 
19.33212852	8min 4Th	8min 
5.048055304	8min 4Th	8min 
34.8510467	8min 4Th	8min 
3.140131337	8min 4Th	8min 
3.609994477	8min 4Th	8min 
9.365440011	8min 4Th	8min 
4.395561617	8min 4Th	8min 
13.95218551	8min 4Th	8min 
26.98148538	8min 4Th	8min 
9.52776538	8min 4Th	8min 
9.654705018	8min 4Th	8min 
36.86747668	8min 4Th	8min 
4.370562418	8min 4Th	8min 
4.698960871	8min 4Th	8min 
18.02994392	8min 4Th	8min 
2.409119594	8min 4Th	8min 
2.914493	8min 4Th	8min 
8.981323675	8min 4Th	8min 
3.812451857	8min 4Th	8min 
2.068421464	8min 4Th	8min 
3.301538718	8min 4Th	8min 
6.035153095	8min 4Th	8min 
7.941555809	8min 4Th	8min 
9.671827404	8min 4Th	8min 
3.985761517	8min 4Th	8min 
13.43284331	8min 4Th	8min 
6.937202956	8min 4Th	8min 
1.875233014	8min 4Th	8min 
8.710528526	8min 4Th	8min 
1.172232626	8min 4Th	8min 
4.375412732	8min 4Th	8min 
2.103073788	8min 4Th	8min 
2.23596129	8min 4Th	8min 
1.697462112	8min 4Th	8min 
11.85469876	8min 4Th	8min 
2.694637871	8min 4Th	8min 
2.433655316	8min 4Th	8min 
22.18958271	8min 4Th	8min 
9.025434796	8min 4Th	8min 
1.0144213	8min 4Th	8min 
4.979485456	8min 4Th	8min 
7.134317553	8min 4Th	8min 
6.732699608	8min 4Th	8min 
11.92475045	8min 4Th	8min 
3.993990823	8min 4Th	8min 
6.582816825	8min 4Th	8min 
8.895984317	8min 4Th	8min 
10.88667536	8min 4Th	8min 
11.88970466	8min 4Th	8min 
7.310907641	8min 4Th	8min 
11.06593141	8min 4Th	8min 
7.903421991	8min 4Th	8min 
16.81529306	8min 4Th	8min 
10.49344558	8min 4Th	8min 
20.06760196	8min 4Th	8min 
11.67356583	8min 4Th	8min 
17.81301347	8min 4Th	8min 
26.7991098	8min 4Th	8min 
7.649917285	8min 4Th	8min 
22.79944141	8min 4Th	8min 
17.93972748	8min 4Th	8min 
10.67138163	8min 4Th	8min 
9.154267201	8min 4Th	8min 
6.650691779	8min 4Th	8min 
7.5415599	8min 4Th	8min 
7.793601212	8min 4Th	8min 
6.213772685	8min 4Th	8min 
17.80076612	8min 4Th	8min 
16.25855948	8min 4Th	8min 
6.201024012	8min 4Th	8min 
2.451513465	8min 4Th	8min 
21.16594767	8min 4Th	8min 
3.162597821	8min 4Th	8min 
48.57357128	8min 4Th	8min 
6.444506963	8min 4Th	8min 
4.078320578	8min 4Th	8min 
13.40753216	8min 4Th	8min 
4.818892498	8min 4Th	8min 
12.78706756	8min 4Th	8min 
5.640179768	8min 4Th	8min 
17.27892568	8min 4Th	8min 
13.41133391	8min 4Th	8min 
11.69150286	8min 4Th	8min 
5.314202468	8min 4Th	8min 
7.483185348	8min 4Th	8min 
2.802673656	8min 4Th	8min 
2.928917742	8min 4Th	8min 
3.187360574	8min 4Th	8min 
3.687677561	8min 4Th	8min 
3.632284591	8min 4Th	8min 
12.04425055	8min 4Th	8min 
6.943772627	8min 4Th	8min 
27.73940471	8min 4Th	8min 
37.53922344	8min 4Th	8min 
7.750490531	8min 4Th	8min 
1.323976218	8min 4Th	8min 
1.907609688	8min 4Th	8min 
3.139010159	8min 4Th	8min 
6.253637742	8min 4Th	8min 
2.463537461	8min 4Th	8min 
8.297061412	8min 4Th	8min 
4.718349681	8min 4Th	8min 
8.160757049	8min 4Th	8min 
2.605816509	8min 4Th	8min 
5.482433871	8min 4Th	8min 
2.491275662	8min 4Th	8min 
13.22964005	8min 4Th	8min 
5.431028146	8min 4Th	8min 
2.825017557	8min 4Th	8min 
3.083523349	8min 4Th	8min 
1.758687488	8min 4Th	8min 
4.317203927	8min 4Th	8min 
1.266446021	8min 4Th	8min 
5.739616109	8min 4Th	8min 
5.208471611	8min 4Th	8min 
5.208738182	8min 4Th	8min 
18.56287114	8min 4Th	8min 
2.12212312	8min 4Th	8min 
7.4504827	8min 4Th	8min 
3.67378921	8min 4Th	8min 
2.966871361	8min 4Th	8min 
6.735721724	8min 4Th	8min 
11.36766554	8min 4Th	8min 
4.087158228	8min 4Th	8min 
1.618500942	8min 4Th	8min 
1.41444073	8min 4Th	8min 
22.83669975	8min 4Th	8min 
6.601483543	8min 4Th	8min 
45.39151093	8min 4Th	8min 
2.088983775	8min 4Th	8min 
1.843366708	8min 4Th	8min 
1.484456641	8min 4Th	8min 
11.85334853	8min 4Th	8min 
5.765613058	8min 4Th	8min 
17.38112371	8min 4Th	8min 
33.10299453	8min 4Th	8min 
1.921289664	8min 4Th	8min 
7.726989269	8min 4Th	8min 
3.164987876	8min 4Th	8min 
13.05781377	8min 4Th	8min 
4.230470072	8min 4Th	8min 
4.723318572	8min 4Th	8min 
5.478515242	8min 4Th	8min 
2.047159762	8min 4Th	8min 
4.28492549	8min 4Th	8min 
12.92081245	8min 4Th	8min 
3.123820183	8min 4Th	8min 
26.60425612	8min 4Th	8min 
38.08145904	8min 4Th	8min 
63.22465202	8min 4Th	8min 
24.44482829	8min 4Th	8min 
6.600960587	8min 4Th	8min 
2.920496296	8min 4Th	8min 
5.933253605	8min 4Th	8min 
4.480901153	8min 4Th	8min 
3.691356141	8min 4Th	8min 
4.961059559	8min 4Th	8min 
4.32345037	8min 4Th	8min 
10.3153449	8min 4Th	8min 
6.142817298	8min 4Th	8min 
4.741733181	8min 4Th	8min 
5.001029842	8min 4Th	8min 
69.82006398	8min 4Th	8min 
4.698421756	8min 4Th	8min 
14.08985582	8min 4Th	8min 
3.045974517	8min 4Th	8min 
8.831978599	8min 4Th	8min 
3.579068518	8min 4Th	8min 
3.730749504	8min 4Th	8min 
6.728272343	8min 4Th	8min 
9.764981978	8min 4Th	8min 
1.45995369	8min 4Th	8min 
8.105212958	8min 4Th	8min 
15.09025812	8min 4Th	8min 
10.62402401	8min 4Th	8min 
5.425458044	8min 4Th	8min 
11.16784965	8min 4Th	8min 
13.02300975	8min 4Th	8min 
7.601325458	8min 4Th	8min 
8.370026608	8min 4Th	8min 
9.635567448	8min 4Th	8min 
3.309860477	8min 4Th	8min 
32.25705676	8min 4Th	8min 
10.03690821	8min 4Th	8min 
12.24367671	8min 4Th	8min 
3.219076172	8min 4Th	8min 
43.70189733	8min 4Th	8min 
24.15772997	8min 4Th	8min 
5.627849439	8min 4Th	8min 
2.23525545	8min 4Th	8min 
15.61792479	8min 4Th	8min 
40.852372	8min 4Th	8min 
15.53573986	8min 4Th	8min 
9.344995919	8min 4Th	8min 
5.928451659	8min 4Th	8min 
4.806284439	8min 4Th	8min 
58.82140527	8min 4Th	8min 
2.497742581	8min 4Th	8min 
2.792036287	8min 4Th	8min 
5.09844643	8min 4Th	8min 
3.544506166	8min 4Th	8min 
5.106876893	8min 4Th	8min 
2.198995767	8min 4Th	8min 
8.556525639	8min 4Th	8min 
11.94328538	8min 4Th	8min 
42.01870484	8min 4Th	8min 
10.17341055	8min 4Th	8min 
58.15606025	8min 4Th	8min 
9.330341027	8min 4Th	8min 
3.591467058	8min 4Th	8min 
3.710575019	8min 4Th	8min 
1.943352686	8min 4Th	8min 
42.35111148	8min 4Th	8min 
12.81892174	8min 4Th	8min 
9.935692277	8min 4Th	8min 
19.33292506	8min 4Th	8min 
4.847534509	8min 4Th	8min 
6.641113387	8min 4Th	8min 
8.96972918	8min 4Th	8min 
4.793687524	8min 4Th	8min 
17.19509463	8min 4Th	8min 
7.70176883	8min 4Th	8min 
5.815531025	8min 4Th	8min 
58.14958278	8min 4Th	8min 
8.794849839	8min 4Th	8min 
19.22333825	8min 4Th	8min 
2.777168477	8min 4Th	8min 
25.2671885	8min 4Th	8min 
2.866859932	8min 4Th	8min 
11.26778471	8min 4Th	8min 
4.622105334	8min 4Th	8min 
41.38905963	8min 4Th	8min 
5.651770394	8min 4Th	8min 
7.600117164	8min 4Th	8min 
8.125427241	8min 4Th	8min 
10.16917049	8min 4Th	8min 
3.142176783	8min 4Th	8min 
16.12628125	8min 4Th	8min 
26.94664959	8min 4Th	8min 
19.89642539	8min 4Th	8min 
20.93760042	8min 4Th	8min 
25.17987953	8min 4Th	8min 
13.06254029	8min 4Th	8min 
11.65968913	8min 4Th	8min 
7.719116662	8min 4Th	8min 
19.04173786	8min 4Th	8min 
4.036292753	8min 4Th	8min 
18.98975948	8min 4Th	8min 
5.906194368	8min 4Th	8min 
6.27562871	8min 4Th	8min 
25.57480475	8min 4Th	8min 
21.08242113	8min 4Th	8min 
44.62793195	8min 4Th	8min 
8.626006474	8min 4Th	8min 
20.54341282	8min 4Th	8min 
7.217570509	8min 4Th	8min 
6.982782961	8min 4Th	8min 
13.81532499	8min 4Th	8min 
5.498423133	8min 4Th	8min 
31.95265617	8min 4Th	8min 
42.79567101	8min 4Th	8min 
2.785437771	8min 4Th	8min 
35.05440751	8min 4Th	8min 
4.990823542	8min 4Th	8min 
10.08848367	8min 4Th	8min 
4.211971959	8min 4Th	8min 
2.721208416	8min 4Th	8min 
6.788334244	8min 4Th	8min 
1.488951457	8min 4Th	8min 
12.55293005	8min 4Th	8min 
4.588809925	8min 4Th	8min 
46.68445626	8min 4Th	8min 
3.054786182	8min 4Th	8min 
2.278634193	8min 4Th	8min 
42.29309744	8min 4Th	8min 
38.44129345	8min 4Th	8min 
2.380285764	8min 4Th	8min 
10.83075303	8min 4Th	8min 
9.740036797	8min 4Th	8min 
7.856322106	8min 4Th	8min 
10.06099834	8min 4Th	8min 
13.86484799	8min 4Th	8min 
0	8min 4Th	8min 
12.18029043	8min 4Th	8min 
16.97900239	8min 4Th	8min 
15.41221883	8min 4Th	8min 
3.81284985	8min 4Th	8min 
18.02867684	8min 4Th	8min 
5.296911743	8min 4Th	8min 
4.321558868	8min 4Th	8min 
19.38846056	8min 4Th	8min 
16.51504973	8min 4Th	8min 
2.186965019	8min 4Th	8min 
36.14383566	8min 4Th	8min 
14.60695982	8min 4Th	8min 
36.63086507	8min 4Th	8min 
11.2795985	8min 4Th	8min 
15.66247978	8min 4Th	8min 
22.55984313	8min 4Th	8min 
17.0075629	8min 4Th	8min 
12.78641034	8min 4Th	8min 
11.91064091	8min 4Th	8min 
20.67193267	8min 4Th	8min 
2.952116573	8min 4Th	8min 
16.49678338	8min 4Th	8min 
2.702786344	8min 4Th	8min 
13.04943009	8min 4Th	8min 
3.645747914	8min 4Th	8min 
18.10654592	8min 4Th	8min 
4.102723828	8min 4Th	8min 
4.448838471	8min 4Th	8min 
50.61762393	8min 4Th	8min 
13.63969451	8min 4Th	8min 
23.58924085	8min 4Th	8min 
18.99954285	8min 4Th	8min 
8.227709766	8min 4Th	8min 
15.4328635	8min 4Th	8min 
1.335512189	8min 4Th	8min 
0.890670869	8min 4Th	8min 
7.654264562	8min 4Th	8min 
13.04406673	8min 4Th	8min 
10.56088594	8min 4Th	8min 
28.12576517	8min 4Th	8min 
0.707876543	8min 4Th	8min 
41.62939999	8min 4Th	8min 
56.74167785	8min 4Th	8min 
24.66860911	8min 4Th	8min 
7.755066646	8min 4Th	8min 
5.289746829	8min 4Th	8min 
5.369354565	8min 4Th	8min 
14.24112478	8min 4Th	8min 
14.25327508	8min 4Th	8min 
14.26549359	8min 4Th	8min 
9.321966923	8min 4Th	8min 
4.007615608	8min 4Th	8min 
6.461864531	8min 4Th	8min 
16.45163046	8min 4Th	8min 
43.76836899	8min 4Th	8min 
40.13903209	8min 4Th	8min 
6.649828421	8min 4Th	8min 
18.45389589	8min 4Th	8min 
15.00488512	8min 4Th	8min 
30.76539389	8min 4Th	8min 
21.91743157	8min 4Th	8min 
36.22701206	8min 4Th	8min 
26.27412727	8min 4Th	8min 
46.19490036	8min 4Th	8min 
32.10838212	8min 4Th	8min 
4.302386874	8min 4Th	8min 
4.019521162	8min 4Th	8min 
22.43490034	8min 4Th	8min 
6.248056345	8min 4Th	8min 
3.608880973	8min 4Th	8min 
20.69469282	8min 4Th	8min 
18.62510635	8min 4Th	8min 
14.43275176	8min 4Th	8min 
15.9054741	8min 4Th	8min 
8.582495413	8min 4Th	8min 
18.97976837	8min 4Th	8min 
13.04884937	8min 4Th	8min 
10.49303459	8min 4Th	8min 
11.47301166	8min 4Th	8min 
4.761801975	8min 4Th	8min 
16.93236783	8min 4Th	8min 
3.267752586	8min 4Th	8min 
7.683080762	8min 4Th	8min 
6.821165816	8min 4Th	8min 
11.76736967	8min 4Th	8min 
13.38844659	8min 4Th	8min 
13.23603096	8min 4Th	8min 
6.06031575	8min 4Th	8min 
21.25289059	8min 4Th	8min 
7.301374833	8min 4Th	8min 
12.66522934	8min 4Th	8min 
11.82030421	8min 4Th	8min 
19.02495143	8min 4Th	8min 
36.2884643	8min 4Th	8min 
8.235375526	8min 4Th	8min 
4.800277795	8min 4Th	8min 
3.443596582	8min 4Th	8min 
13.99670468	8min 4Th	8min 
4.488899543	8min 4Th	8min 
5.654083979	8min 4Th	8min 
4.537458132	8min 4Th	8min 
2.275706944	8min 4Th	8min 
11.21449	8min 4Th	8min 
17.20760714	8min 4Th	8min 
4.14139493	8min 4Th	8min 
12.58699624	8min 4Th	8min 
27.83319089	8min 4Th	8min 
32.63827481	8min 4Th	8min 
58.77381246	8min 4Th	8min 
26.52428598	8min 4Th	8min 
10.66958844	8min 4Th	8min 
5.862946433	8min 4Th	8min 
9.660121758	8min 4Th	8min 
43.95008671	8min 4Th	8min 
8.547671249	8min 4Th	8min 
19.33411735	8min 4Th	8min 
29.70973884	8min 4Th	8min 
16.27454227	8min 4Th	8min 
15.30744675	8min 4Th	8min 
14.06107195	8min 4Th	8min 
15.88695221	8min 4Th	8min 
47.54225281	8min 4Th	8min 
10.69780696	8min 4Th	8min 
18.56021556	8min 4Th	8min 
10.8106769	8min 4Th	8min 
32.50690883	8min 4Th	8min 
9.185649447	8min 4Th	8min 
20.40467733	8min 4Th	8min 
21.46224177	8min 4Th	8min 
37.75916249	8min 4Th	8min 
6.196440917	8min 4Th	8min 
11.27392176	8min 4Th	8min 
17.62323698	8min 4Th	8min 
32.85913769	8min 4Th	8min 
12.04656377	8min 4Th	8min 
29.92596668	8min 4Th	8min 
23.29247044	8min 4Th	8min 
12.50407578	8min 4Th	8min 
7.671124007	8min 4Th	8min 
13.82998139	8min 4Th	8min 
20.15487962	8min 4Th	8min 
38.3927479	8min 4Th	8min 
2.647747902	8min 4Th	8min 
10.94864726	8min 4Th	8min 
24.70522607	8min 4Th	8min 
28.51335765	8min 4Th	8min 
5.459489008	8min 4Th	8min 
19.90972887	8min 4Th	8min 
4.348297463	8min 4Th	8min 
2.829664424	8min 4Th	8min 
16.88398473	8min 4Th	8min 
47.34904927	8min 4Th	8min 
14.99326598	8min 4Th	8min 
35.43634133	8min 4Th	8min 
11.60865033	8min 4Th	8min 
39.37375058	8min 4Th	8min 
6.62416771	8min 4Th	8min 
8.86389312	8min 4Th	8min 
10.29896087	8min 4Th	8min 
46.33393257	8min 4Th	8min 
5.53886058	8min 4Th	8min 
7.327225581	8min 4Th	8min 
13.01685718	8min 4Th	8min 
26.72176547	8min 4Th	8min 
8.013349275	8min 4Th	8min 
6.774633747	8min 4Th	8min 
7.464838517	8min 4Th	8min 
5.446469238	8min 4Th	8min 
30.24645083	8min 4Th	8min 
6.915316497	8min 4Th	8min 
10.36531365	8min 4Th	8min 
53.33627341	8min 4Th	8min 
24.33853112	8min 4Th	8min 
37.27075951	8min 4Th	8min 
2.631976901	8min 4Th	8min 
53.78059374	8min 4Th	8min 
12.08948588	8min 4Th	8min 
18.46677524	8min 4Th	8min 
7.003513389	8min 4Th	8min 
6.887337876	8min 4Th	8min 
4.219834209	8min 4Th	8min 
4.360543713	8min 4Th	8min 
11.70904024	8min 4Th	8min 
10.15315031	8min 4Th	8min 
16.15189364	8min 4Th	8min 
56.05375145	8min 4Th	8min 
13.04013144	8min 4Th	8min 
22.67712961	8min 4Th	8min 
6.194215164	8min 4Th	8min 
16.45085477	8min 4Th	8min 
12.65544258	8min 4Th	8min 
13.11257022	8min 4Th	8min 
3.397996533	8min 4Th	8min 
18.88471099	8min 4Th	8min 
9.785272958	8min 5Th	8min 
15.22019274	8min 5Th	8min 
14.28186958	8min 5Th	8min 
5.435927401	8min 5Th	8min 
12.34874729	8min 5Th	8min 
15.70431309	8min 5Th	8min 
6.852932464	8min 5Th	8min 
10.81848587	8min 5Th	8min 
10.27522668	8min 5Th	8min 
14.85560251	8min 5Th	8min 
23.27046915	8min 5Th	8min 
4.099676065	8min 5Th	8min 
12.32021481	8min 5Th	8min 
7.75138119	8min 5Th	8min 
10.69458028	8min 5Th	8min 
6.956597603	8min 5Th	8min 
1.293203658	8min 5Th	8min 
8.261409698	8min 5Th	8min 
10.52462917	8min 5Th	8min 
8.948341755	8min 5Th	8min 
2.632579799	8min 5Th	8min 
17.75620432	8min 5Th	8min 
3.292022569	8min 5Th	8min 
12.21801096	8min 5Th	8min 
5.048226219	8min 5Th	8min 
4.658336363	8min 5Th	8min 
16.65075822	8min 5Th	8min 
13.05927765	8min 5Th	8min 
6.00712152	8min 5Th	8min 
6.774179273	8min 5Th	8min 
14.87444138	8min 5Th	8min 
5.814419441	8min 5Th	8min 
16.72625947	8min 5Th	8min 
14.74104886	8min 5Th	8min 
6.837378837	8min 5Th	8min 
10.98270634	8min 5Th	8min 
13.32856855	8min 5Th	8min 
9.742155758	8min 5Th	8min 
7.013871716	8min 5Th	8min 
21.34483193	8min 5Th	8min 
6.376302674	8min 5Th	8min 
7.640809119	8min 5Th	8min 
13.55278525	8min 5Th	8min 
9.655978599	8min 5Th	8min 
11.61778802	8min 5Th	8min 
11.2220513	8min 5Th	8min 
25.6971607	8min 5Th	8min 
4.55018901	8min 5Th	8min 
13.34987718	8min 5Th	8min 
16.21243886	8min 5Th	8min 
3.444570504	8min 5Th	8min 
7.435093117	8min 5Th	8min 
