genes	log2FoldChange	pvalue
MAGED2	-0.038131654	0.803090577
MAGOH	0.061328948	0.729232178
MAGOHB	0.385503531	0.010746755
MAGT1	0.189065857	0.337967583
MAIP1	0.18369168	0.43954385
MAK16	0.217306614	0.050199298
MALSU1	-0.187753141	0.571520049
MAN1B1	-0.157034934	0.683522723
MAN2A1	0.160352119	0.73650288
MAN2B1	0.161856055	0.380894482
MAN2B2	0.576570451	0.09428864
MANBAL	0.721593708	0.026079365
MANF	-0.100138605	0.489405262
MANSC1	1.335575342	0.000283032
MAOA	0.128526568	0.851515504
MAP1B	0.027616918	0.874878353
MAP1LC3B2;MAP1LC3B	0.128066361	0.608765373
MAP1S	0.058623135	0.757547537
MAP2	-0.035256386	0.877091788
MAP2K1	0.036246896	0.779192267
MAP2K2	0.061670244	0.556394327
MAP2K3	0.36893332	0.015990946
MAP2K4	0.126372933	0.538020217
MAP2K6	0.041619241	0.913080676
MAP3K3	-0.131520569	0.506456529
MAP3K7	0.177547872	0.163780967
MAP4	-0.069000125	0.409933755
MAP4K2	-0.061757505	0.446448022
MAP4K4	0.121093452	0.082441266
MAP4K5	0.1995489	0.329050145
MAP7D1	-0.124695063	0.586000903
MAP7D3	0.099753141	0.667417679
MAPK1	0.038610697	0.524030634
MAPK12	-0.095688879	0.497993972
MAPK14	0.041412771	0.826499412
MAPK1IP1L	-0.257220387	0.00021709
MAPK3	0.146130502	0.14504643
MAPK7	0.578944325	0.075181304
MAPK9	0.338114401	0.688309452
MAPKAPK2	0.438397586	0.021262976
MAPRE1	0.072779059	0.256507888
MAPRE2	0.107095361	0.510262198
MARCHF2	-1.97314775	0.058008443
MARCHF5	0.110697627	0.689162003
MARCKS	0.019303203	0.885338416
MARCKSL1	0.177044272	0.451880209
MARS1	-0.013926864	0.892349818
MAST4	0.484588861	0.041169171
MAT2A	0.168690264	0.167073403
MAT2B	-0.021519065	0.805389027
MATR3	0.047285676	0.405640311
MAVS	-0.142114997	0.405715093
MBD1	0.16450572	0.749724627
MBD2	-0.462225374	0.222432981
MBD3	0.54066354	0.035806615
MBNL1	0.033347785	0.457754522
MBNL2	0.300849438	0.017165074
MBOAT7	0.307488918	0.0328911
MBP	-0.093062639	0.451298968
MCAM	0.039569914	0.717226215
MCAT	0.120193481	0.378493127
MCC	0.025312543	0.834726
MCCC1	0.115967155	0.092309097
MCCC2	0.09966433	0.205195313
MCFD2	0.147925198	0.729872148
MCL1	-0.23917532	0.269628795
MCM2	0.106240392	0.24509063
MCM3	0.079195976	0.195834576
MCM4	0.141995668	0.14652462
MCM5	0.065748692	0.586368911
MCM6	0.141522765	0.26460258
MCM7	0.113717794	0.426142613
MCMBP	0.049831092	0.499221607
MCRIP1	-0.069938004	0.673155002
MCTS1	-0.030566692	0.770583356
MCU	0.010310054	0.953128541
MCUB	0.175856948	0.655941046
MCUR1	0.019939125	0.953421337
MDH1	0.211304486	0.181778919
MDH2	-0.064396858	0.734514273
MDK	-0.501934171	0.500849472
ME1	0.226263463	0.152156964
ME2	0.184370637	0.143247457
ME3	0.194016635	0.159400948
MEA1	-0.845223029	0.168547212
MEAK7	0.296636045	0.020917443
MECP2	0.239141703	0.246647094
MECR	0.041874528	0.824543581
MED11	0.742785702	0.03462305
MED15	-0.058098197	0.413852335
MED18	0.528927565	0.134119406
MED20	0.144143164	0.068133186
MED21	0.13539114	0.692438649
MED23	0.256701142	0.255036253
MED4	0.662174165	0.000505814
MED8	-0.265002608	0.025551418
MED9	-0.182562053	0.104880462
MEMO1	0.134086728	0.177439371
MEN1	-0.002146363	0.992658507
MEPCE	-0.092649758	0.347956251
MESD	0.112986863	0.692133243
MEST	-0.204051812	0.488155477
METAP1	0.136328161	0.080268315
METAP2	-0.092671871	0.151319001
METTL1	-0.18146956	0.055262037
METTL26	0.137610316	0.466054297
METTL3	-0.07111758	0.461242159
METTL7A	0.014504015	0.908227133
MFAP1	0.00445801	0.950261012
MFF	-0.344684899	0.009369266
MFN1	0.571139395	0.030498037
MFN2	0.085125327	0.566059704
MFSD10	-0.990647554	0.000962505
MGARP	0.090107918	0.920761352
MGAT2	-0.45353743	0.169741299
MGLL	0.706765532	0.000123825
MGST1	0.038788795	0.9477861
MGST2	0.082219005	0.614887017
MGST3	0.278229535	0.021994214
MIA2	-0.020450771	0.832834056
MIA3	0.121671677	0.222651602
MICAL1	0.018813312	0.884498501
MICAL2	0.089579046	0.572880736
MICAL3	-0.144385755	0.384621075
MICALL1	-0.10190767	0.435920423
MICALL2	-0.40038234	0.291959709
MICOS13	0.752868563	0.046207022
MICU1	-0.349046111	0.010860087
MICU2	0.276366323	0.141221516
MID1	0.084312797	0.373273363
MIDEAS	0.163335979	0.56888478
MIEN1	0.105297625	0.586059034
MIER1	0.842769206	0.001086756
MIF	0.103315115	0.634383754
MINDY1	-0.107022166	0.728301591
MINDY3	0.239082396	0.097772777
MINK1	0.114279985	0.279372964
MINPP1	0.07125479	0.733934976
MIOS	-0.422457814	0.028032039
MIPEP	-0.022660255	0.888223286
MIS18BP1	0.218649566	0.653022204
MITD1	0.25724503	0.100787682
MIX23	0.032280385	0.695377126
MKNK1	-0.157623887	0.394499523
MKRN2	0.164898485	0.606992227
MLEC	0.134265244	0.589739135
MLH1	0.05425486	0.784433723
MLKL	-0.046016455	0.700743339
MLST8	-0.079050899	0.725313882
MLYCD	-0.336696923	0.005978147
MMAB	-0.090054452	0.797347201
MMGT1	0.208996952	0.45437779
MMP1	0.021448314	0.878915387
MMP14	0.404253781	0.196895549
MMP24OS	0.398695422	0.570871803
MMRN1	0.02500236	0.907529055
MMRN2	0.11258471	0.047108674
MMS19	0.059147	0.534514712
MMTAG2	0.101550227	0.718211568
MMUT	0.295578778	0.006362194
MNAT1	-0.028053522	0.738357019
MOB1B;MOB1A	-0.114106059	0.402382934
MOB3A	-0.032686651	0.868745182
MOB4	0.861865222	0.007897939
MOCOS	-0.071780443	0.267974569
MOCS2	0.086824596	0.501977825
MOCS3	0.169585764	0.561806604
MOGS	-0.17033428	0.5091004
MON2	0.111381054	0.539109668
MORC3	-0.053613245	0.653103062
MOSPD2	0.013789713	0.938167014
MOV10	-0.040553987	0.283764043
MPDU1	-0.135247111	0.68372491
MPDZ	0.112004042	0.009598796
MPG	0.095401943	0.805217354
MPHOSPH10	-0.210032821	0.10452175
MPHOSPH6	0.062863946	0.814274862
MPI	-0.111557066	0.091262993
MPP1	0.084400058	0.261340937
MPRIP	0.131134927	0.116357355
MPST	-0.199176729	0.002437087
MPV17	1.183738232	0.000600228
MPZL1	-0.014956951	0.945697073
MPZL2	0.001593411	0.994126909
MRE11	0.196338177	0.0060965
MRGBP	0.015433499	0.942162803
MRI1	0.448882341	0.023644807
MRM3	0.262426555	0.36657706
MROH1	0.05984807	0.736598562
MRPL1	-0.386733532	0.013774416
MRPL10	0.185917735	0.016044085
MRPL11	0.100981474	0.277294278
MRPL12	-0.02823776	0.908509797
MRPL13	0.04500562	0.591412342
MRPL14	0.262787282	0.213867264
MRPL15	-0.026499748	0.826247385
MRPL16	0.022620916	0.900815222
MRPL17	-0.257002056	0.332080374
MRPL18	-0.004085243	0.979851662
MRPL19	0.725860998	0.155349112
MRPL2	0.436314583	0.088893517
MRPL21	0.244765043	0.45256938
MRPL22	0.197063267	0.112564629
MRPL23	0.385121465	0.044441211
MRPL24	0.068207502	0.858581222
MRPL27	0.090903163	0.150252379
MRPL28	-0.078439474	0.610583629
MRPL3	0.11808157	0.48589124
MRPL30	0.748218596	0.104399091
MRPL32	0.12852782	0.371461425
MRPL35	-0.052959482	0.92474557
MRPL37	-0.080212057	0.437142574
MRPL38	0.136842668	0.331531671
MRPL39	0.123966455	0.41543416
MRPL4	0.08137846	0.442262458
MRPL40	-0.217095435	0.012546519
MRPL41	-0.444443643	0.072364332
MRPL42	-0.150064468	0.570917351
MRPL43	0.093736291	0.244450835
MRPL44	-0.090239525	0.491881587
MRPL45	0.077717602	0.413897062
MRPL46	0.105689466	0.534394929
MRPL47	0.204927862	0.370900603
MRPL48	-0.012694418	0.92824259
MRPL49	-0.250418007	0.014903869
MRPL50	-0.052355945	0.415901815
MRPL53	0.082318425	0.49869425
MRPL54	-0.136983752	0.552768093
MRPL55	-0.140233576	0.30728705
MRPL58	-0.015645862	0.942474993
MRPL9	0.545928001	0.062911468
MRPS10	-0.013017178	0.946962721
MRPS11	0.221863031	0.211519796
MRPS12	0.094094038	0.550377068
MRPS14	0.553926706	0.274225186
MRPS15	0.0772174	0.562918801
MRPS16	0.047623456	0.820544442
MRPS17	0.130038023	0.296197463
MRPS18A	0.213486314	0.347748946
MRPS18B	-0.017818868	0.802561913
MRPS2	0.199005008	0.316579922
MRPS21	0.363399267	0.126381837
MRPS22	-0.021800578	0.870424465
MRPS25	0.172735631	0.429703179
MRPS26	-0.062287509	0.600586598
MRPS27	-0.028677344	0.867264995
MRPS28	0.877359629	0.003362181
MRPS30	-1.498051882	0.000167051
MRPS31	0.111782432	0.40330896
MRPS34	-0.574302435	0.001546115
MRPS35	0.051595211	0.8045045
MRPS36	-0.13685894	0.632255958
MRPS5	0.146825373	0.110029295
MRPS6	-0.189261079	0.307503024
MRPS7	0.179519892	0.073366085
MRPS9	0.005824864	0.957228522
MRRF	-0.500815034	0.026874457
MRTFA	1.137423813	0.027433402
MRTFB	-0.086393535	0.544597386
MRTO4	0.253272295	0.103536377
MSH2	0.073643208	0.227546754
MSH6	0.084931731	0.377196626
MSI2	0.26354096	0.465773946
MSN	0.11168915	0.317115298
MSRA	0.121667206	0.267211226
MSRB2	0.096929133	0.659330331
MST1;MST1L	-0.371752083	0.058541439
MSTO1	0.142503738	0.063462883
MT1E	0.111754954	0.910696818
MT1X	0.393708348	0.278451687
MT2A	0.000190437	0.999787306
MTA1	0.140952826	0.675291733
MTA2	0.080139399	0.711476331
MTA3	0.361976206	0.032060757
MTAP	0.034249961	0.607239263
MTCH1	0.030449212	0.927428934
MTCH2	-0.01655519	0.830215828
MT-CO2	0.101425767	0.428511148
MT-CO3	0.38253355	0.584942975
MT-CYB	0.506672907	0.671284705
MTDH	0.127171934	0.463685243
MTFR1L	-0.044300675	0.906731383
MTHFD1	0.080924451	0.127836397
MTHFD1L	0.089264989	0.672302411
MTHFD2	0.289890707	0.050049884
MTHFS	0.072838068	0.819080682
MTIF2	0.578937176	0.176033382
MTIF3	0.040675581	0.575466854
MTM1	0.014994323	0.934335844
MTMR1	-0.094265044	0.489019218
MTMR12	-0.084196746	0.370038253
MTMR14	-0.297063828	0.089587449
MTMR2	0.004810393	0.966331755
MTMR6	0.060798466	0.617079878
MTMR9	-0.600395739	0.130612973
MT-ND1	-0.366837978	0.013102419
MT-ND5	0.02818507	0.868772466
MTOR	0.077400804	0.109626183
MTPAP	0.172479212	0.10002696
MTPN	0.043233752	0.54659374
MTR	-0.019374847	0.857570806
MTRES1	-0.664662798	0.397298149
MTREX	0.1401788	0.329950872
MTURN	-0.713104069	0.001378525
MTX1	-0.055972099	0.389314776
MTX2	-0.021133006	0.807665683
MVB12A	0.19093895	0.024945092
MVD	-0.122215748	0.36584214
MVK	0.075226128	0.77249026
MVP	0.177840233	0.0111027
MX1	0.157457173	0.849318155
MXRA7	0.037836373	0.868283234
MYADM	0.029672027	0.904981101
MYBBP1A	0.242877126	0.489245658
MYCBP	0.215036333	0.0077694
MYCBP2	0.006467223	0.921852533
MYD88	-0.21733582	0.045017581
MYDGF	-0.026944995	0.885437276
MYEF2	0.240258932	0.331945681
MYG1	-0.056535602	0.790418639
MYH1	0.586531019	1
MYH10	0.01779753	0.725409417
MYH11	0.10087359	0.647962041
MYH14	0.665223122	0.043084473
MYH7B	0.089713659	0.696540583
MYH9	0.018398046	0.852158401
MYL12A	0.036370635	0.507788329
MYL12B	-0.543199003	0.769675045
MYL4	0.47315317	0.683696652
MYL6	-0.065696597	0.705720869
MYL6B	0.207829237	0.437298663
MYL9	0.217006445	0.001297766
MYLK	-0.47334069	0.200977704
MYO10	-0.060812235	0.780079329
MYO18A	0.062113047	0.652620092
MYO1A	-0.034247518	0.740327404
MYO1B	0.02559185	0.958487901
MYO1C	0.019777715	0.849887153
MYO1D	-0.018071949	0.842878635
MYO1E	0.20489639	0.022113431
MYO5A	0.007006943	0.939453917
MYO5C	0.52792441	0.49716321
MYO6	0.12377274	0.388443169
MYO7B	-0.179571688	0.649895118
MYO9B	0.205623925	0.04488537
MYOC	0.226764798	0.229902312
MYOF	0.101862729	0.087581316
MYRIP	-0.063724577	0.856940995
MZT1	0.912558794	0.000478621
MZT2B;MZT2A	-0.116610944	0.030947532
NAA10	0.04665637	0.602812489
NAA15	0.128891349	0.408879802
NAA20	-0.072995404	0.931112443
NAA25	0.046693623	0.824484313
NAA30	0.127519786	0.457191547
NAA35	-0.017365439	0.978469251
NAA50	0.161242366	0.36795121
NACA	0.214788616	0.110658223
NACA4P	0.246700366	0.658978654
NACC1	-0.009911716	0.935892487
NADK2	-0.171299279	0.19879848
NADSYN1	0.125928581	0.03051697
NAE1	0.048896372	0.523128016
NAF1	0.919448461	0.004448231
NAGA	-0.075588822	0.820941646
NAGK	-0.070180714	0.468191084
NAGLU	0.030386925	0.867119834
NAMPT	0.091239452	0.22962157
NANS	0.332116544	0.000382174
NAP1L1	-0.204821944	0.005037037
NAP1L4	-0.093175411	0.514000177
NAP1L5	0.128801167	0.415621388
NAPA	0.043423533	0.715005855
NAPG	-0.016806304	0.897506703
NAPRT	0.214243531	0.385796674
NARS1	0.126325667	0.087607411
NARS2	-0.122059643	0.625854334
NASP	-0.049663067	0.504595762
NAT1	0.298628926	0.028082923
NAT10	0.41448772	0.078258698
NAT14	0.124063492	0.188390087
NAV1	-0.184723556	0.551272927
NAXD	-0.135587692	0.380383593
NAXE	0.149643362	0.111901184
NBAS	0.123564839	0.049681684
NBEAL2	-0.268503726	0.01029163
NBN	-0.044283271	0.709744098
NCAPD2	0.127735615	0.664379185
NCAPG	1.148945542	0.200793187
NCBP1	0.073944032	0.474836561
NCBP2	0.17914021	0.244237563
NCBP3	-0.019104004	0.917880609
NCEH1	0.1470505	0.512848725
NCK1	-0.118849516	0.153786532
NCK2	0.287430644	0.098613415
NCKAP1	0.030334949	0.68926403
NCL	0.1505934	0.229856541
NCLN	0.174490511	0.527107548
NCOA5	0.017291844	0.812879435
NCOA7	-0.135385513	0.603464914
NCSTN	0.36944896	0.069496001
NDE1	0.126828849	0.170172672
NDFIP1	-0.132632732	0.768613993
NDRG1	0.122893929	0.776843193
NDRG3	-0.001703739	0.991624072
NDRG4	-0.160018861	0.457528336
NDUFA10	-0.122558117	0.65961413
NDUFA12	0.066244543	0.421701144
NDUFA13	0.248724639	0.312754646
NDUFA2	0.182125866	0.187448674
NDUFA4	-0.749401706	0.330300278
NDUFA5	0.157320261	0.334084665
NDUFA6	0.005836125	0.987476649
NDUFA7	0.173124731	0.490611439
NDUFA8	-0.171537042	0.0779738
NDUFA9	0.179884434	0.091188088
NDUFAB1	-0.086372018	0.405570602
NDUFAF1	0.268822346	0.152030969
NDUFAF2	-0.048000813	0.392881913
NDUFAF3	0.78804487	0.000562844
NDUFAF4	0.019297421	0.903194844
NDUFB1	0.065981468	0.924386751
NDUFB10	0.103541493	0.307475045
NDUFB11	0.218665063	0.517994112
NDUFB3	-0.002389669	0.985965649
NDUFB4	0.04104805	0.695990411
NDUFB5	0.361544847	0.03052112
NDUFB6	-0.100307405	0.467077658
NDUFB7	-0.116035938	0.212528295
NDUFB8	-0.058152318	0.744265179
NDUFB9	0.341753125	0.250478409
NDUFC2	0.019682586	0.906573861
NDUFS1	-0.113585234	0.029139027
NDUFS2	0.134408712	0.060312684
NDUFS3	-0.009603083	0.936456103
NDUFS4	0.077351391	0.537985177
NDUFS6	0.670149028	0.00789528
NDUFS7	0.298978269	0.413309647
NDUFS8	-0.059203506	0.624255738
NDUFV1	0.035255849	0.481292373
NDUFV2	-0.137899876	0.171426414
NDUFV3	1.430680454	1
NECAP1	0.235825121	0.142910988
NECAP2	-0.064876318	0.481387899
NECTIN2	0.046054482	0.704883955
NEDD1	-0.082083642	0.218245503
NEDD4	-0.26549536	0.051333129
NEDD8	0.281756818	0.091107582
NEK7	-0.010932446	0.940591497
NEK9	0.054128289	0.69577291
NELFA	-0.0730232	0.516844335
NELFB	-0.08944124	0.241088049
NELFCD	-0.098874092	0.296106319
NELFE	0.015303016	0.832458456
NEMF	0.15283674	0.592533015
NENF	-0.017170727	0.865812976
NES	-0.017775834	0.677296765
NEU1	0.121296823	0.272502237
NEXN	-0.018344879	0.918973412
NF2	-0.114980102	0.544115434
NFAT5	0.007654727	0.971548725
NFATC2	0.900787592	0.228719373
NFATC2IP	-0.587156057	1
NFIB	0.146269977	0.08965094
NFKB1	0.043172777	0.66007134
NFKB2	0.068044841	0.545636806
NFKBIE	0.202754974	0.212777326
NFS1	0.071259439	0.504586742
NFU1	0.209900081	0.031273473
NFYB	0.372945696	0.598291103
NGDN	0.87540561	0.062491048
NGLY1	-0.408872247	0.071361694
NHEJ1	0.256515205	0.237081794
NHLRC2	0.079049051	0.388647146
NHP2	-0.046781778	0.366640375
NHSL1	0.274751902	0.007029364
NHSL2	-0.015171587	0.931119869
NIBAN2	-0.005218804	0.96432143
NID1	-0.058892071	0.595977257
NIF3L1	-0.035538852	0.728277251
NIFK	0.284144014	0.632403591
NIP7	1.059818685	0.006231367
NIPA1	-0.757350534	0.310819023
NIPSNAP1	0.117786169	0.336140656
NIPSNAP2	-0.131970022	0.679323564
NISCH	0.056196153	0.750389388
NIT1	0.588646948	0.013144998
NIT2	-0.005801439	0.925568858
NKTR	-0.080831349	0.434289546
NLE1	0.079373538	0.544706482
NLN	-0.064543188	0.327794466
NLRC3	-0.063205123	0.731571552
NLRP1	0.048660249	0.78641193
NLRX1	0.208412826	0.109778976
NMD3	0.362215996	0.055171635
NME1	0.089397848	0.155370229
NME2	0.307469726	0.070400046
NME3	0.029597998	0.685237351
NME7	0.083719015	0.768993549
NMI	0.343310773	0.013238633
NMT1	0.083164871	0.452925522
NMT2	-0.032045722	0.854383173
NNMT	0.190468073	0.320614665
NNT	-0.031736553	0.383067532
NOA1	-0.007745206	0.972899406
NOB1	-0.049016476	0.679523736
NOC2L	0.006786704	0.956208291
NOC3L	0.087436914	0.780016007
NOC4L	0.041814744	0.778969362
NOL10	0.063454866	0.720770815
NOL11	0.339799702	0.018673351
NOL4L	0.241694748	0.195978243
NOL6	0.048645139	0.778081119
NOL9	0.077762961	0.268427666
NOLC1	0.078745365	0.326720255
NOM1	-0.795857906	0.004143587
NOMO1	0.171417177	0.391213457
NOMO3;NOMO2	-0.039678276	0.90886293
NONO	-0.10153389	0.548824851
NOP10	0.21059972	0.201705892
NOP14	0.04578054	0.802493732
NOP16	0.199432611	0.178987072
NOP2	0.160156727	0.619347883
NOP56	0.137113392	0.414008801
NOP58	0.048307657	0.411956655
NOP9	-0.098714709	0.509788636
NOS3	-0.029604793	0.729412507
NOSIP	-0.043830335	0.602684161
NOSTRIN	0.099247158	0.817112347
NOTCH1	-0.094477296	0.518037578
NOTCH4	0.239121522	0.647222457
NOVA2	0.17012012	0.504988177
NPC1	-0.067994833	0.838677596
NPC2	-0.170072675	0.315923252
NPEPL1	-0.124486387	0.435641059
NPEPPS	0.135799766	0.161864204
NPLOC4	0.034679234	0.79116988
NPM1	-0.314359069	0.001262671
NPM3	-0.023250639	0.8951685
NPTN	-0.136668205	0.521981256
NQO1	0.06258446	0.742307494
NQO2	0.061451614	0.914836813
NR2C2AP	-0.192602038	0.542712948
NR2F2	0.468170106	0.064792805
NRAS	0.288425803	0.03070499
NRBP1	-0.058342457	0.362638177
NRCAM	-0.018834054	0.927938185
NRDC	-0.05257076	0.540103492
NRGN	-0.826028943	0.085049217
NRP1	0.072959542	0.546119338
NRP2	0.031074405	0.819015776
NSA2	0.265252411	0.502124123
NSDHL	0.0817132	0.279319702
NSF	0.171181262	0.163257647
NSFL1C	-0.019355774	0.771779566
NSUN2	0.008960068	0.885962477
NSUN4	-0.054872615	0.576828094
NT5C	-0.326918542	0.067877874
NT5C2	0.668806612	0.014828416
NT5C3A	0.003671646	0.946833181
NT5DC1	0.091111839	0.325967876
NT5DC2	0.10421586	0.808831811
NT5E	0.150482714	0.435216851
NTAN1	0.629740834	4.99E-05
NTMT1	0.10457629	0.217878266
NTPCR	0.102529764	0.576361492
NUB1	0.278671503	0.07072288
NUBP1	0.035373211	0.823603752
NUBP2	-0.027656794	0.813844578
NUCB1	0.149439275	0.170897952
NUCB2	0.091412127	0.729038296
NUCKS1	-0.290091753	0.006025313
NUDC	0.010403991	0.784922492
NUDCD1	0.263513088	0.237137715
NUDCD2	0.25047648	0.005730589
NUDCD3	0.063236654	0.460914417
NUDT1	0.248364389	0.183106346
NUDT14	-0.05347532	0.845863231
NUDT15	0.185115814	0.168683417
NUDT16	0.071636736	0.565896579
NUDT18	-2.908496603	0.000253736
NUDT2	0.106028259	0.776512123
NUDT21	0.001343787	0.982089601
NUDT3	0.210612416	0.056446297
NUDT4B;NUDT4	-0.044384181	0.67778136
NUDT5	0.229459405	0.126372789
NUDT9	0.419920981	0.397277506
NUFIP2	0.043110013	0.732848112
NUMA1	0.021037459	0.693300143
NUMB	0.338417947	0.457375752
NUP107	0.03637296	0.467077737
NUP133	-0.023445249	0.806349056
NUP153	-0.001484275	0.980142297
NUP155	0.106030881	0.07567949
NUP160	-0.002735913	0.979715397
NUP188	-0.100821257	0.334718525
NUP205	-0.021735489	0.830271341
NUP214	0.057158649	0.464772639
NUP35	-0.04281038	0.400183544
NUP37	-0.126497805	0.069171871
NUP43	0.133035004	0.449434744
NUP50	-0.052363455	0.274056224
NUP54	0.10762912	0.359495134
NUP58	-0.156474233	0.011212729
NUP62	0.088402689	0.565879932
NUP85	-0.031121194	0.647863799
NUP88	0.002944887	0.956570076
NUP93	-0.056239247	0.164649215
NUP98	0.030851185	0.514574733
NUTF2	0.097652078	0.124525341
NXF1	0.142743707	0.242889391
NXN	0.047059059	0.831489424
NXT1	0.63874052	0.359075161
OAS1	0.897762203	1
OAS2	0.142864883	0.597892039
OAS3	-0.094480157	0.728287254
OAT	0.153839588	0.631634468
OCC1	0.009637117	0.92597077
OCIAD1	0.378695488	0.03757484
OCIAD2	0.001806319	0.987952372
OCRL	-0.488929868	0.006750589
ODR4	-0.010134578	0.954057812
OGA	-0.031587839	0.844114046
OGDH	0.070417643	0.212091651
OGFOD1	1.218858378	1
OGFR	-0.087861538	0.26859368
OGN	-0.311899785	0.315177541
OGT	-0.014177859	0.807917355
OLA1	-0.003592491	0.960377873
OPA1	0.056285262	0.567088228
OPLAH	-0.143340349	0.720036807
OPTN	0.192696333	0.215443329
ORAI3	0.090268135	0.726164806
ORMDL2;ORMDL1	0.07486397	0.680906246
ORMDL3	-0.025754809	0.925240688
OSBP	-0.002449811	0.978644045
OSBPL10	0.362135559	0.276916749
OSBPL1A	-0.004546583	0.982693003
OSBPL3	0.02105546	0.91743171
OSBPL8	0.194720805	0.205425164
OSBPL9	-0.180772305	0.008210847
OSGEP	0.477310777	0.005783991
OSTC	-0.21355629	0.383193173
OSTF1	-0.248790681	0.032370591
OTUB1	0.152809501	0.23265463
OTUD4	0.017307699	0.867027408
OTUD6B	0.311828792	0.004005289
OTULIN	0.069600046	0.494248962
OVCA2	0.05649209	0.68539498
OXA1L	-0.000649989	0.998229194
OXCT1	0.201806724	0.154670771
OXR1	-0.046016634	0.666652712
OXSM	0.127126157	0.278621352
OXSR1	0.186250746	0.039712414
P2RX4	-0.063604236	0.544779745
P3H1	0.137608945	0.340361217
P3H3	0.250883877	0.345888035
P3H4	0.05835597	0.829839917
P4HA1	0.042838991	0.855005825
P4HA2	0.039395273	0.750075568
P4HB	0.028333902	0.805244962
PA2G4	0.04691112	0.342474724
PAAF1	-0.030622184	0.805297427
PABPC1	0.079699397	0.14793642
PABPC4	0.121876955	0.211225243
PABPN1	0.20066762	0.121587258
PACS1	0.037902772	0.715968364
PACS2	-0.027785778	0.935497234
PACSIN2	0.015838444	0.910243798
PACSIN3	0.204309464	0.201829193
PADI2	0.838994153	0.009394885
PAF1	-0.010694146	0.886607686
PAFAH1B1	-0.008753836	0.767983511
PAFAH1B2	0.064066708	0.581356724
PAFAH1B3	0.139933109	0.292664771
PAICS	0.064918935	0.102108777
PAIP1	-0.187015712	0.366740769
PAIP2	0.954926145	0.058563056
PAK1IP1	0.453125596	0.146567483
PAK2	0.041231394	0.489303028
PAK4	0.885641754	0.002910214
PALLD	0.020659328	0.811938626
PALM	-0.064599693	0.753931319
PALMD	-0.046447098	0.53201871
PALS1	0.205086827	0.050380485
PALS2	0.309827268	0.097527494
PAM16	-0.423186715	0.093501859
PANK2	0.226451159	0.093997225
PANK4	-0.018199563	0.824450223
PAPOLA	-0.032668114	0.6025971
PAPSS1	0.112586915	0.008148229
PAPSS2	0.070114136	0.82733692
PARK7	0.038642049	0.76632627
PARN	-0.029600561	0.571816231
PARP1	0.095416427	0.686090341
PARP10	-0.35650456	0.662706671
PARP12	0.69923225	0.325060692
PARP14	0.219565988	0.142714083
PARP4	0.136092961	0.166045064
PARP9	0.221940041	0.303826385
PARVA	-0.042013347	0.66632324
PARVB	-0.099942744	0.46912919
PAWR	0.002893209	0.985624565
PAXX	0.162584126	0.485463396
PBDC1	0.148054481	0.132789296
PBRM1	1.333161043	0.054404941
PBXIP1	-0.383231699	0.123057552
PC	-0.073103607	0.675775374
PCBP1	0.059376717	0.350821561
PCBP2	0.006617904	0.909778547
PCCA	0.13895762	0.269782863
PCCB	0.006495893	0.94195267
PCDH1	0.232073605	0.129652524
PCID2	-0.044830739	0.855825393
PCK2	-0.071470201	0.833471845
PCLO	0.076887906	0.883174816
PCM1	0.000912011	0.991228056
PCMT1	-0.0557639	0.621069454
PCNA	0.023335516	0.763543349
PCNP	-0.011437953	0.909581474
PCYOX1	0.34903723	0.0259247
PCYT1A	0.256076753	0.043578218
PCYT2	0.161367297	0.56028127
PDAP1	0.04735446	0.584930684
PDCD10	-0.079347849	0.25747149
PDCD11	0.155127406	0.522317298
PDCD4	-0.003754377	0.990611969
PDCD5	-0.072979271	0.57200199
PDCD6	-0.237888396	0.528903724
PDCD6IP	0.043650091	0.506658908
PDCL	0.155729771	0.080055387
PDCL3	0.126108468	0.314950718
PDE12	0.179692745	0.177182188
PDE2A	0.083854795	0.588515263
PDE6C	-0.090504766	0.761281206
PDE6D	0.411192417	0.034409424
PDHA1	0.104708374	0.271057431
PDHA2	-0.054469645	0.56240281
PDHB	0.084389567	0.628089817
PDHX	-0.105114937	0.119887001
PDIA3	0.036450446	0.788488523
PDIA4	0.043318033	0.580652279
PDIA5	-0.068731427	0.739265413
PDIA6	0.296734035	0.055178752
PDLIM1	0.045839489	0.512470206
PDLIM2	0.141491175	0.668585805
PDLIM3	0.18750298	0.737295079
PDLIM4	0.206248581	0.038894078
PDLIM5	0.114780128	0.492000148
PDLIM7	0.041458488	0.750388708
PDP1	-0.000481129	0.992846663
PDPR	0.069449961	0.534500337
PDS5A	-0.014570355	0.934343258
PDS5B	0.082011521	0.81499043
PDXDC1	0.030459464	0.807756303
PDXK	-0.071386218	0.40327309
PEA15	0.254533708	0.135085156
PEAK1	0.020168126	0.891095375
PEAR1	-0.046013594	0.884555657
PEBP1	0.162971973	0.088008652
PECAM1	0.136955559	0.369567558
PEDS1	0.210778832	0.170823794
PEF1	0.123098969	0.413671018
PELO	1.471480131	0.000177964
PELP1	0.025168002	0.6371814
PEPD	0.141208529	0.308828515
PES1	0.151725292	0.595734633
PEX11B	0.350136131	0.247378433
PEX14	0.127971113	0.527272422
PEX19	-0.010180831	0.907989104
PEX3	0.538445055	0.108734018
PEX5	0.084658086	0.642043867
PF4	0.062992041	0.845058821
